LSOA code (2011),LSOA name (2011),Local Authority District code (2013),Local Authority District name (2013),Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Children Index (IDACI) Rank (where 1 is most deprived),Income Deprivation Affecting Children Index (IDACI) Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Rank (where 1 is most deprived),Income Deprivation Affecting Older People (IDAOPI) Decile (where 1 is most deprived 10% of LSOAs)
E01000823,Bromley 008E,E09000006,Bromley,0.1,24441,8,0.1,23795,8
E01000824,Bromley 008F,E09000006,Bromley,0.2,14831,5,0.2,11861,4
E01000825,Bromley 008G,E09000006,Bromley,0.2,15650,5,0.1,17588,6
E01000826,Bromley 021A,E09000006,Bromley,0.0,32382,10,0.0,32611,10
E01000827,Bromley 021B,E09000006,Bromley,0.1,18016,6,0.1,29938,10
E01000828,Bromley 011E,E09000006,Bromley,0.1,27721,9,0.1,18535,6
E01000829,Bromley 018E,E09000006,Bromley,0.1,22861,7,0.1,23019,8
E01000830,Bromley 021C,E09000006,Bromley,0.0,30583,10,0.0,32646,10
E01000831,Bromley 021D,E09000006,Bromley,0.1,27272,9,0.1,20866,7
E01000832,Bromley 030A,E09000006,Bromley,0.0,31921,10,0.1,24411,8
E01000833,Bromley 021E,E09000006,Bromley,0.0,30655,10,0.0,32055,10
E01000834,Bromley 027E,E09000006,Bromley,0.0,30302,10,0.0,31708,10
E01000835,Bromley 030B,E09000006,Bromley,0.1,18402,6,0.1,21393,7
E01000836,Bromley 030C,E09000006,Bromley,0.0,31039,10,0.0,30815,10
E01000837,Bromley 030D,E09000006,Bromley,0.1,17499,6,0.1,21885,7
E01000838,Bromley 030E,E09000006,Bromley,0.0,29179,9,0.0,31226,10
E01000839,Bromley 030F,E09000006,Bromley,0.0,31466,10,0.0,31975,10
E01000840,Bromley 030G,E09000006,Bromley,0.0,30140,10,0.1,25090,8
E01000841,Bromley 030H,E09000006,Bromley,0.0,29078,9,0.1,28596,9
E01032562,Bromley 040D,E09000006,Bromley,0.4,4254,2,0.2,11687,4
E01032563,Bromley 040E,E09000006,Bromley,0.1,25452,8,0.1,28689,9
E01032568,Bromley 041E,E09000006,Bromley,0.3,6881,3,0.3,6038,2
E01032570,Bromley 042D,E09000006,Bromley,0.2,12528,4,0.1,23237,8
E01000842,Camden 011A,E09000007,Camden,0.1,24471,8,0.1,19723,7
E01000843,Camden 014A,E09000007,Camden,0.3,7513,3,0.1,17177,6
E01000844,Camden 011B,E09000007,Camden,0.0,31632,10,0.2,14625,5
E01000845,Camden 014B,E09000007,Camden,0.2,15331,5,0.2,15656,5
E01000846,Camden 014C,E09000007,Camden,0.3,5419,2,0.3,7455,3
E01000847,Camden 014D,E09000007,Camden,0.3,6917,3,0.2,8981,3
E01000848,Camden 011C,E09000007,Camden,0.0,31773,10,0.2,15810,5
E01000849,Camden 011D,E09000007,Camden,0.1,22773,7,0.1,19842,7
E01000850,Camden 026A,E09000007,Camden,0.2,9942,4,0.2,11645,4
E01000851,Camden 026B,E09000007,Camden,0.1,26058,8,0.2,13951,5
E01000852,Camden 026C,E09000007,Camden,0.2,15983,5,0.2,11546,4
E01000853,Camden 025A,E09000007,Camden,0.2,10881,4,0.4,3597,2
E01000854,Camden 026D,E09000007,Camden,0.1,20573,7,0.4,2703,1
E01000855,Camden 028A,E09000007,Camden,0.2,9436,3,0.1,26183,8
E01000856,Camden 019A,E09000007,Camden,0.4,3088,1,0.4,3689,2
E01000857,Camden 018A,E09000007,Camden,0.2,13956,5,0.2,10660,4
E01000858,Camden 018B,E09000007,Camden,0.6,313,1,0.5,1185,1
E01000859,Camden 018C,E09000007,Camden,0.1,26752,9,0.1,20269,7
E01000860,Camden 018D,E09000007,Camden,0.1,22819,7,0.4,3468,2
E01000861,Camden 019B,E09000007,Camden,0.3,4664,2,0.3,5172,2
E01000862,Camden 018E,E09000007,Camden,0.1,23126,8,0.1,21458,7
E01000863,Camden 021A,E09000007,Camden,0.3,7499,3,0.3,5887,2
E01000864,Camden 015A,E09000007,Camden,0.3,8849,3,0.2,10346,4
E01000865,Camden 015B,E09000007,Camden,0.1,19106,6,0.2,16239,5
E01000866,Camden 009A,E09000007,Camden,0.3,8487,3,0.3,7818,3
E01000867,Camden 015C,E09000007,Camden,0.4,2618,1,0.5,1390,1
E01000868,Camden 015D,E09000007,Camden,0.2,9541,3,0.5,925,1
E01000869,Camden 015E,E09000007,Camden,0.3,6239,2,0.3,6136,2
E01000870,Camden 009B,E09000007,Camden,0.4,3322,2,0.4,3576,2
E01000871,Camden 005A,E09000007,Camden,0.2,15524,5,0.2,15810,5
E01000872,Camden 005B,E09000007,Camden,0.3,6171,2,0.3,7907,3
E01000873,Camden 005C,E09000007,Camden,0.1,18207,6,0.1,18569,6
E01000874,Camden 005D,E09000007,Camden,0.1,25123,8,0.1,22287,7
E01000875,Camden 013A,E09000007,Camden,0.3,7964,3,0.2,9150,3
E01000876,Camden 013B,E09000007,Camden,0.4,1657,1,0.4,1658,1
E01000877,Camden 005E,E09000007,Camden,0.1,25460,8,0.2,10563,4
E01000878,Camden 004A,E09000007,Camden,0.1,21083,7,0.1,21984,7
E01000879,Camden 004B,E09000007,Camden,0.0,30062,10,0.1,22271,7
E01000880,Camden 004C,E09000007,Camden,0.0,30814,10,0.1,24534,8
E01000881,Camden 008A,E09000007,Camden,0.1,21444,7,0.2,14067,5
E01000882,Camden 008B,E09000007,Camden,0.1,27088,9,0.1,27380,9
E01000883,Camden 008C,E09000007,Camden,0.1,22875,7,0.2,12536,4
E01000884,Camden 004D,E09000007,Camden,0.0,31631,10,0.1,29932,10
E01000885,Camden 004E,E09000007,Camden,0.0,31501,10,0.1,25820,8
E01000886,Camden 006A,E09000007,Camden,0.2,12865,4,0.1,19773,7
E01000887,Camden 006B,E09000007,Camden,0.2,12903,4,0.2,14089,5
E01000888,Camden 006C,E09000007,Camden,0.2,13077,4,0.2,11907,4
E01000889,Camden 007A,E09000007,Camden,0.4,3755,2,0.3,4036,2
E01000890,Camden 007B,E09000007,Camden,0.4,2033,1,0.4,1735,1
E01000891,Camden 007C,E09000007,Camden,0.5,699,1,0.5,802,1
E01000892,Camden 006D,E09000007,Camden,0.3,9207,3,0.2,9304,3
E01000893,Camden 002A,E09000007,Camden,0.0,31148,10,0.1,28852,9
E01000894,Camden 002B,E09000007,Camden,0.0,31065,10,0.1,29282,9
E01000895,Camden 002C,E09000007,Camden,0.1,22523,7,0.3,8124,3
E01000896,Camden 002D,E09000007,Camden,0.0,31930,10,0.1,30006,10
E01000897,Camden 008D,E09000007,Camden,0.0,32300,10,0.1,30218,10
E01000898,Camden 008E,E09000007,Camden,0.2,14574,5,0.3,6829,3
E01000899,Camden 002E,E09000007,Camden,0.0,32550,10,0.0,31928,10
E01000900,Camden 012A,E09000007,Camden,0.4,3772,2,0.3,7493,3
E01000901,Camden 007D,E09000007,Camden,0.5,785,1,0.4,3763,2
E01000902,Camden 012B,E09000007,Camden,0.5,1291,1,0.4,2703,1
E01000903,Camden 006E,E09000007,Camden,0.2,14532,5,0.3,4883,2
E01000904,Camden 012C,E09000007,Camden,0.4,3387,2,0.3,4074,2
E01000905,Camden 012D,E09000007,Camden,0.5,1243,1,0.5,875,1
E01000906,Camden 012E,E09000007,Camden,0.1,16718,6,0.2,14544,5
E01000907,Camden 001A,E09000007,Camden,0.4,2926,1,0.3,4544,2
E01000908,Camden 001B,E09000007,Camden,0.3,7424,3,0.3,6845,3
E01000909,Camden 001C,E09000007,Camden,0.1,16616,6,0.1,26627,9
E01000910,Camden 003A,E09000007,Camden,0.1,27913,9,0.1,25179,8
E01000911,Camden 003B,E09000007,Camden,0.2,10212,4,0.2,13510,5
E01000912,Camden 001D,E09000007,Camden,0.4,4389,2,0.3,6120,2
E01000913,Camden 001E,E09000007,Camden,0.0,31664,10,0.0,31929,10
E01000914,Camden 028B,E09000007,Camden,0.2,11859,4,0.2,14756,5
E01000915,Camden 027A,E09000007,Camden,0.4,3275,1,0.3,5637,2
E01000916,Camden 027B,E09000007,Camden,0.4,4186,2,0.3,7852,3
E01000917,Camden 027C,E09000007,Camden,0.4,2209,1,0.4,2468,1
E01000918,Camden 028C,E09000007,Camden,0.2,10148,4,0.3,7572,3
E01000919,Camden 028D,E09000007,Camden,0.3,5858,2,0.3,5294,2
E01000920,Camden 027D,E09000007,Camden,0.2,12858,4,0.3,3895,2
E01000921,Camden 003C,E09000007,Camden,0.2,9826,3,0.3,6475,2
E01000922,Camden 007E,E09000007,Camden,0.4,4506,2,0.3,4564,2
E01000923,Camden 003D,E09000007,Camden,0.2,13762,5,0.3,6052,2
E01000924,Camden 009C,E09000007,Camden,0.2,15419,5,0.2,11580,4
E01000925,Camden 009D,E09000007,Camden,0.4,2516,1,0.5,1209,1
E01000926,Camden 009E,E09000007,Camden,0.4,2497,1,0.4,3529,2
E01000927,Camden 007F,E09000007,Camden,0.2,10141,4,0.2,14466,5
E01000928,Camden 003E,E09000007,Camden,0.3,8502,3,0.3,7373,3
E01000929,Camden 020A,E09000007,Camden,0.4,3360,2,0.4,2026,1
E01000930,Camden 020B,E09000007,Camden,0.5,1265,1,0.4,1508,1
E01000931,Camden 013C,E09000007,Camden,0.5,862,1,0.4,3400,2
E01000932,Camden 013D,E09000007,Camden,0.3,4764,2,0.4,1495,1
E01000933,Camden 020C,E09000007,Camden,0.3,4780,2,0.3,7544,3
E01000934,Camden 020D,E09000007,Camden,0.4,2161,1,0.4,3230,1
E01000935,Camden 020E,E09000007,Camden,0.5,1120,1,0.4,1517,1
E01000936,Camden 024A,E09000007,Camden,0.3,7973,3,0.4,2188,1
E01000937,Camden 025B,E09000007,Camden,0.1,17180,6,0.2,9871,4
E01000938,Camden 024B,E09000007,Camden,0.2,9928,4,0.5,853,1
E01000939,Camden 024C,E09000007,Camden,0.4,2117,1,0.4,2751,1
E01000940,Camden 024D,E09000007,Camden,0.3,8341,3,0.3,7210,3
E01000941,Camden 025C,E09000007,Camden,0.3,6150,2,0.3,4190,2
E01000942,Camden 025D,E09000007,Camden,0.3,8870,3,0.1,17007,6
E01000943,Camden 025E,E09000007,Camden,0.2,11764,4,0.2,12948,4
E01000944,Camden 023A,E09000007,Camden,0.5,1478,1,0.4,1652,1
E01000945,Camden 023B,E09000007,Camden,0.3,7628,3,0.5,1002,1
E01000946,Camden 021B,E09000007,Camden,0.2,9808,3,0.2,8443,3
E01000947,Camden 021C,E09000007,Camden,0.4,2184,1,0.4,2108,1
E01000948,Camden 021D,E09000007,Camden,0.2,10776,4,0.3,7698,3
E01000949,Camden 023C,E09000007,Camden,0.3,6290,2,0.3,7865,3
E01000950,Camden 023D,E09000007,Camden,0.4,3246,1,0.5,636,1
E01000951,Camden 023E,E09000007,Camden,0.4,2437,1,0.4,1598,1
E01000952,Camden 022A,E09000007,Camden,0.5,1314,1,0.4,1752,1
E01000953,Camden 022B,E09000007,Camden,0.5,527,1,0.5,883,1
E01000954,Camden 022C,E09000007,Camden,0.4,2583,1,0.3,6180,2
E01000955,Camden 022D,E09000007,Camden,0.3,6192,2,0.4,3808,2
E01000956,Camden 022E,E09000007,Camden,0.4,4330,2,0.5,1273,1
E01000957,Camden 019C,E09000007,Camden,0.5,1505,1,0.3,4546,2
E01000958,Camden 019D,E09000007,Camden,0.5,570,1,0.5,554,1
E01000959,Camden 019E,E09000007,Camden,0.4,2170,1,0.4,2597,1
E01000960,Camden 017A,E09000007,Camden,0.2,11534,4,0.2,10619,4
E01000961,Camden 017B,E09000007,Camden,0.3,5598,2,0.3,8011,3
E01000962,Camden 016A,E09000007,Camden,0.1,24881,8,0.1,19094,6
E01000963,Camden 017C,E09000007,Camden,0.1,17947,6,0.2,11501,4
E01000964,Camden 016B,E09000007,Camden,0.2,10589,4,0.2,8551,3
E01000965,Camden 016C,E09000007,Camden,0.4,2463,1,0.3,7587,3
E01000966,Camden 016D,E09000007,Camden,0.1,27328,9,0.1,24752,8
E01000967,Camden 017D,E09000007,Camden,0.1,27359,9,0.1,26643,9
E01000968,Camden 016E,E09000007,Camden,0.3,8852,3,0.2,9982,4
E01000969,Camden 010A,E09000007,Camden,0.1,18454,6,0.1,18032,6
E01000970,Camden 010B,E09000007,Camden,0.2,14469,5,0.2,13931,5
E01000971,Camden 010C,E09000007,Camden,0.1,23539,8,0.2,16195,5
E01000972,Camden 010D,E09000007,Camden,0.5,764,1,0.4,3776,2
E01000973,Camden 010E,E09000007,Camden,0.4,2764,1,0.4,3148,1
E01000974,Camden 013E,E09000007,Camden,0.3,4959,2,0.4,2456,1
E01000975,Croydon 022A,E09000008,Croydon,0.3,8971,3,0.2,10372,4
E01000976,Croydon 022B,E09000008,Croydon,0.3,8688,3,0.3,4474,2
E01000977,Croydon 022C,E09000008,Croydon,0.3,7549,3,0.3,4192,2
E01000978,Croydon 022D,E09000008,Croydon,0.1,16334,5,0.2,11350,4
E01000979,Croydon 022E,E09000008,Croydon,0.2,15219,5,0.1,17411,6
E01000980,Croydon 017A,E09000008,Croydon,0.3,8380,3,0.2,15880,5
E01000981,Croydon 017B,E09000008,Croydon,0.2,14556,5,0.2,13511,5
E01000982,Croydon 017C,E09000008,Croydon,0.3,7131,3,0.2,12853,4
E01000983,Croydon 017D,E09000008,Croydon,0.1,18925,6,0.1,18772,6
E01000984,Croydon 022F,E09000008,Croydon,0.3,6536,2,0.3,4401,2
E01000985,Croydon 021A,E09000008,Croydon,0.1,22005,7,0.1,27475,9
E01000986,Croydon 021B,E09000008,Croydon,0.1,16340,5,0.1,26973,9
E01000987,Croydon 021C,E09000008,Croydon,0.1,24563,8,0.1,26701,9
E01000989,Croydon 018A,E09000008,Croydon,0.1,19834,7,0.1,27362,9
E01000990,Croydon 045A,E09000008,Croydon,0.4,4382,2,0.4,2909,1
E01000991,Croydon 018B,E09000008,Croydon,0.1,27101,9,0.1,26151,8
E01000992,Croydon 014A,E09000008,Croydon,0.3,8756,3,0.3,5956,2
E01000993,Croydon 021D,E09000008,Croydon,0.1,16642,6,0.1,25591,8
E01000994,Croydon 009A,E09000008,Croydon,0.2,10138,4,0.2,8425,3
E01000995,Croydon 009B,E09000008,Croydon,0.2,13780,5,0.2,13750,5
E01000996,Croydon 009C,E09000008,Croydon,0.2,9442,3,0.2,15691,5
E01000997,Croydon 009D,E09000008,Croydon,0.3,6380,2,0.2,9981,4
E01000998,Croydon 010A,E09000008,Croydon,0.2,9564,3,0.3,6201,2
E01000999,Croydon 009E,E09000008,Croydon,0.2,11518,4,0.2,9818,3
E01001000,Croydon 010B,E09000008,Croydon,0.2,9776,3,0.2,11327,4
E01001001,Croydon 013A,E09000008,Croydon,0.3,8073,3,0.3,6928,3
E01001002,Croydon 009F,E09000008,Croydon,0.2,11329,4,0.3,6847,3
E01001003,Croydon 010C,E09000008,Croydon,0.3,6689,3,0.2,10503,4
E01001004,Croydon 015A,E09000008,Croydon,0.4,4206,2,0.4,3831,2
E01001005,Croydon 019A,E09000008,Croydon,0.2,14316,5,0.3,4335,2
E01001006,Croydon 016A,E09000008,Croydon,0.3,6045,2,0.3,7274,3
E01001007,Croydon 016B,E09000008,Croydon,0.2,14268,5,0.2,8479,3
E01001008,Croydon 019B,E09000008,Croydon,0.3,7764,3,0.4,3772,2
E01001009,Croydon 019C,E09000008,Croydon,0.2,13674,5,0.3,5653,2
E01001010,Croydon 019D,E09000008,Croydon,0.3,4600,2,0.4,3464,2
E01001011,Croydon 019E,E09000008,Croydon,0.3,8189,3,0.4,3596,2
E01001012,Croydon 020A,E09000008,Croydon,0.2,10697,4,0.4,2947,1
E01001013,Croydon 020B,E09000008,Croydon,0.4,3328,2,0.5,912,1
E01001014,Croydon 024A,E09000008,Croydon,0.3,5164,2,0.3,4319,2
E01001015,Croydon 041A,E09000008,Croydon,0.3,9237,3,0.1,16921,6
E01001016,Croydon 041B,E09000008,Croydon,0.1,19296,6,0.1,25480,8
E01001017,Croydon 043A,E09000008,Croydon,0.1,27655,9,0.0,31539,10
E01001018,Croydon 044A,E09000008,Croydon,0.0,29712,10,0.1,27095,9
E01001019,Croydon 044B,E09000008,Croydon,0.0,28766,9,0.1,27654,9
E01001020,Croydon 044C,E09000008,Croydon,0.1,24086,8,0.1,21662,7
E01001021,Croydon 044D,E09000008,Croydon,0.4,2540,1,0.3,6669,3
E01001022,Croydon 044E,E09000008,Croydon,0.1,18708,6,0.1,26302,9
E01001023,Croydon 041C,E09000008,Croydon,0.1,16994,6,0.1,17086,6
E01001024,Croydon 043B,E09000008,Croydon,0.1,20197,7,0.1,28459,9
E01001025,Croydon 043C,E09000008,Croydon,0.1,20520,7,0.0,31562,10
E01001026,Croydon 043D,E09000008,Croydon,0.2,15746,5,0.1,19494,6
E01001027,Croydon 043E,E09000008,Croydon,0.1,17737,6,0.1,26130,8
E01001028,Croydon 038A,E09000008,Croydon,0.0,31668,10,0.1,29010,9
E01001029,Croydon 038B,E09000008,Croydon,0.1,24754,8,0.1,19056,6
E01001030,Croydon 038C,E09000008,Croydon,0.0,30818,10,0.1,29376,9
E01001031,Croydon 038D,E09000008,Croydon,0.1,26132,8,0.1,30675,10
E01001032,Croydon 035A,E09000008,Croydon,0.0,31356,10,0.0,32514,10
E01001033,Croydon 031A,E09000008,Croydon,0.1,21405,7,0.2,13093,4
E01001034,Croydon 031B,E09000008,Croydon,0.1,18018,6,0.1,22937,7
E01001035,Croydon 027A,E09000008,Croydon,0.2,10583,4,0.1,17937,6
E01001036,Croydon 029A,E09000008,Croydon,0.0,29688,10,0.1,22467,7
E01001037,Croydon 029B,E09000008,Croydon,0.2,10308,4,0.2,10642,4
E01001038,Croydon 029C,E09000008,Croydon,0.2,11311,4,0.2,15831,5
E01001039,Croydon 029D,E09000008,Croydon,0.0,29389,9,0.0,31642,10
E01001040,Croydon 029E,E09000008,Croydon,0.2,12026,4,0.1,18941,6
E01001041,Croydon 031C,E09000008,Croydon,0.3,6861,3,0.2,10279,4
E01001042,Croydon 024B,E09000008,Croydon,0.4,3497,2,0.2,10576,4
E01001043,Croydon 027B,E09000008,Croydon,0.3,8167,3,0.3,7735,3
E01001044,Croydon 023A,E09000008,Croydon,0.1,21559,7,0.1,28401,9
E01001045,Croydon 027C,E09000008,Croydon,0.3,8749,3,0.2,9928,4
E01001046,Croydon 023B,E09000008,Croydon,0.1,26378,9,0.1,24302,8
E01001047,Croydon 027D,E09000008,Croydon,0.2,14621,5,0.2,9882,4
E01001048,Croydon 020C,E09000008,Croydon,0.2,9699,3,0.3,6492,2
E01001049,Croydon 023C,E09000008,Croydon,0.1,26167,8,0.1,30089,10
E01001050,Croydon 023D,E09000008,Croydon,0.1,17130,6,0.3,7626,3
E01001051,Croydon 030A,E09000008,Croydon,0.3,6267,2,0.4,1586,1
E01001052,Croydon 030B,E09000008,Croydon,0.4,1893,1,0.3,5285,2
E01001053,Croydon 032A,E09000008,Croydon,0.3,5938,2,0.2,9002,3
E01001054,Croydon 030C,E09000008,Croydon,0.4,2372,1,0.3,8053,3
E01001055,Croydon 032B,E09000008,Croydon,0.4,3646,2,0.3,4112,2
E01001056,Croydon 030D,E09000008,Croydon,0.4,1839,1,0.3,4656,2
E01001057,Croydon 030E,E09000008,Croydon,0.4,3675,2,0.4,2293,1
E01001058,Croydon 034A,E09000008,Croydon,0.1,20277,7,0.1,25733,8
E01001059,Croydon 034B,E09000008,Croydon,0.2,14166,5,0.1,24207,8
E01001060,Croydon 034C,E09000008,Croydon,0.2,12201,4,0.1,17575,6
E01001061,Croydon 034D,E09000008,Croydon,0.3,9071,3,0.2,14168,5
E01001062,Croydon 026A,E09000008,Croydon,0.2,13289,5,0.1,28875,9
E01001063,Croydon 026B,E09000008,Croydon,0.1,18959,6,0.1,28954,9
E01001064,Croydon 026C,E09000008,Croydon,0.1,25605,8,0.1,28981,9
E01001065,Croydon 034E,E09000008,Croydon,0.1,17463,6,0.1,22750,7
E01001066,Croydon 034F,E09000008,Croydon,0.4,2028,1,0.3,5250,2
E01001067,Croydon 041D,E09000008,Croydon,0.0,29335,9,0.0,32042,10
E01001068,Croydon 042A,E09000008,Croydon,0.2,11542,4,0.1,25086,8
E01001069,Croydon 040A,E09000008,Croydon,0.1,23888,8,0.1,28159,9
E01001070,Croydon 040B,E09000008,Croydon,0.2,12826,4,0.1,24504,8
E01001071,Croydon 042B,E09000008,Croydon,0.1,21435,7,0.1,24993,8
E01001072,Croydon 042C,E09000008,Croydon,0.0,29546,9,0.1,28480,9
E01001073,Croydon 037A,E09000008,Croydon,0.1,17445,6,0.1,21942,7
E01001074,Croydon 041E,E09000008,Croydon,0.2,11054,4,0.2,13630,5
E01001075,Croydon 040C,E09000008,Croydon,0.1,20056,7,0.1,17285,6
E01001076,Croydon 036A,E09000008,Croydon,0.3,6967,3,0.3,7932,3
E01001077,Croydon 032C,E09000008,Croydon,0.2,13907,5,0.1,21914,7
E01001078,Croydon 032D,E09000008,Croydon,0.4,3354,2,0.2,11593,4
E01001079,Croydon 036B,E09000008,Croydon,0.4,3450,2,0.3,5639,2
E01001080,Croydon 036C,E09000008,Croydon,0.4,3566,2,0.4,3591,2
E01001081,Croydon 036D,E09000008,Croydon,0.3,5742,2,0.3,4581,2
E01001082,Croydon 032E,E09000008,Croydon,0.4,4530,2,0.2,11130,4
E01001083,Croydon 003A,E09000008,Croydon,0.1,18825,6,0.1,21810,7
E01001084,Croydon 002A,E09000008,Croydon,0.1,19615,6,0.1,19667,6
E01001085,Croydon 004A,E09000008,Croydon,0.2,12085,4,0.2,9652,3
E01001086,Croydon 003B,E09000008,Croydon,0.1,17896,6,0.2,11069,4
E01001087,Croydon 003C,E09000008,Croydon,0.2,15404,5,0.3,7832,3
E01001088,Croydon 004B,E09000008,Croydon,0.2,10259,4,0.1,17615,6
E01001089,Croydon 004C,E09000008,Croydon,0.3,6954,3,0.3,5408,2
E01001090,Croydon 004D,E09000008,Croydon,0.3,9276,3,0.3,5972,2
E01001091,Croydon 004E,E09000008,Croydon,0.2,14358,5,0.1,18008,6
E01001092,Croydon 037B,E09000008,Croydon,0.1,19167,6,0.1,25271,8
E01001093,Croydon 037C,E09000008,Croydon,0.2,13551,5,0.1,21073,7
E01001094,Croydon 038E,E09000008,Croydon,0.1,27457,9,0.1,28535,9
E01001095,Croydon 031D,E09000008,Croydon,0.2,12786,4,0.1,18141,6
E01001096,Croydon 037D,E09000008,Croydon,0.1,23436,8,0.1,25434,8
E01001097,Croydon 037E,E09000008,Croydon,0.2,10136,4,0.2,11762,4
E01001098,Croydon 037F,E09000008,Croydon,0.1,28324,9,0.1,29068,9
E01001099,Croydon 040D,E09000008,Croydon,0.3,8528,3,0.1,18807,6
E01001100,Croydon 031E,E09000008,Croydon,0.1,25228,8,0.1,22351,7
E01001101,Croydon 035B,E09000008,Croydon,0.0,31142,10,0.0,31817,10
E01001102,Croydon 035C,E09000008,Croydon,0.1,24557,8,0.1,23825,8
E01001103,Croydon 039A,E09000008,Croydon,0.1,24315,8,0.0,31452,10
E01001104,Croydon 042D,E09000008,Croydon,0.0,28841,9,0.1,30403,10
E01001105,Croydon 039B,E09000008,Croydon,0.2,15157,5,0.2,11432,4
E01001106,Croydon 039C,E09000008,Croydon,0.1,20617,7,0.1,20768,7
E01001107,Croydon 035D,E09000008,Croydon,0.1,24103,8,0.0,31747,10
E01001108,Croydon 035E,E09000008,Croydon,0.0,30393,10,0.0,31639,10
E01001109,Croydon 013B,E09000008,Croydon,0.3,5055,2,0.3,7810,3
E01001110,Croydon 020D,E09000008,Croydon,0.3,9243,3,0.5,1271,1
E01001111,Croydon 010D,E09000008,Croydon,0.3,7300,3,0.2,12378,4
E01001112,Croydon 013C,E09000008,Croydon,0.3,4659,2,0.5,1377,1
E01001113,Croydon 013D,E09000008,Croydon,0.3,4828,2,0.2,12613,4
E01001114,Croydon 013E,E09000008,Croydon,0.3,6076,2,0.3,5106,2
E01001115,Croydon 015B,E09000008,Croydon,0.3,5237,2,0.5,722,1
E01001116,Croydon 013F,E09000008,Croydon,0.3,4904,2,0.2,12589,4
E01001117,Croydon 015C,E09000008,Croydon,0.2,11817,4,0.3,5478,2
E01001118,Croydon 020E,E09000008,Croydon,0.4,3776,2,0.4,3150,1
E01001119,Croydon 034G,E09000008,Croydon,0.1,27897,9,0.0,32460,10
E01001120,Croydon 033A,E09000008,Croydon,0.1,18680,6,0.1,23413,8
E01001121,Croydon 039D,E09000008,Croydon,0.1,22588,7,0.0,31787,10
E01001122,Croydon 033B,E09000008,Croydon,0.0,29857,10,0.0,31036,10
E01001123,Croydon 033C,E09000008,Croydon,0.1,20729,7,0.0,30891,10
E01001124,Croydon 033D,E09000008,Croydon,0.0,29662,10,0.0,30944,10
E01001125,Croydon 033E,E09000008,Croydon,0.1,16415,5,0.1,24379,8
E01001126,Croydon 034H,E09000008,Croydon,0.2,15460,5,0.1,29689,10
E01001127,Croydon 025A,E09000008,Croydon,0.1,23435,8,0.1,30368,10
E01001128,Croydon 025B,E09000008,Croydon,0.4,2303,1,0.2,8805,3
E01001129,Croydon 026D,E09000008,Croydon,0.1,27462,9,0.0,32188,10
E01001130,Croydon 025C,E09000008,Croydon,0.4,3973,2,0.4,2056,1
E01001131,Croydon 018C,E09000008,Croydon,0.2,13597,5,0.2,13774,5
E01001132,Croydon 018D,E09000008,Croydon,0.1,17501,6,0.0,30953,10
E01001133,Croydon 026E,E09000008,Croydon,0.1,24942,8,0.1,21794,7
E01001134,Croydon 018E,E09000008,Croydon,0.1,16885,6,0.1,20758,7
E01001135,Croydon 025D,E09000008,Croydon,0.1,17429,6,0.0,32019,10
E01001136,Croydon 007A,E09000008,Croydon,0.3,8256,3,0.3,7490,3
E01001137,Croydon 001A,E09000008,Croydon,0.3,8382,3,0.2,14827,5
E01001138,Croydon 001B,E09000008,Croydon,0.2,12707,4,0.2,16067,5
E01001139,Croydon 007B,E09000008,Croydon,0.2,10616,4,0.2,15936,5
E01001140,Croydon 007C,E09000008,Croydon,0.3,5537,2,0.2,16387,5
E01001141,Croydon 008A,E09000008,Croydon,0.3,6062,2,0.2,11866,4
E01001142,Croydon 007D,E09000008,Croydon,0.2,10567,4,0.1,20453,7
E01001143,Croydon 008B,E09000008,Croydon,0.3,6782,3,0.3,5506,2
E01001144,Croydon 007E,E09000008,Croydon,0.4,3785,2,0.3,5383,2
E01001145,Croydon 008C,E09000008,Croydon,0.4,4306,2,0.4,3232,1
E01001146,Croydon 006A,E09000008,Croydon,0.3,9139,3,0.2,12208,4
E01001147,Croydon 005A,E09000008,Croydon,0.3,6527,2,0.3,8082,3
E01001148,Croydon 005B,E09000008,Croydon,0.3,7814,3,0.2,10535,4
E01001149,Croydon 006B,E09000008,Croydon,0.2,9577,3,0.1,16824,6
E01001150,Croydon 006C,E09000008,Croydon,0.2,9832,3,0.1,16867,6
E01001151,Croydon 005C,E09000008,Croydon,0.3,6478,2,0.4,3322,2
E01001152,Croydon 005D,E09000008,Croydon,0.3,8279,3,0.3,6110,2
E01001153,Croydon 006D,E09000008,Croydon,0.3,7592,3,0.2,14013,5
E01001154,Croydon 006E,E09000008,Croydon,0.3,9277,3,0.2,8871,3
E01001155,Croydon 010E,E09000008,Croydon,0.3,6728,3,0.6,323,1
E01001156,Croydon 001C,E09000008,Croydon,0.2,11162,4,0.3,4741,2
E01001157,Croydon 002B,E09000008,Croydon,0.2,16113,5,0.2,11242,4
E01001158,Croydon 005E,E09000008,Croydon,0.3,9204,3,0.2,15068,5
E01001159,Croydon 002C,E09000008,Croydon,0.2,9508,3,0.1,19328,6
E01001160,Croydon 002D,E09000008,Croydon,0.1,17548,6,0.2,15466,5
E01001161,Croydon 003D,E09000008,Croydon,0.4,2568,1,0.4,2267,1
