LSOA code (2011),LSOA name (2011),Local Authority District code (2013),Local Authority District name (2013),Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Children Index (IDACI) Rank (where 1 is most deprived),Income Deprivation Affecting Children Index (IDACI) Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Rank (where 1 is most deprived),Income Deprivation Affecting Older People (IDAOPI) Decile (where 1 is most deprived 10% of LSOAs)
E01004327,Waltham Forest 028A,E09000031,Waltham Forest,0.3,4944,2,0.3,4408,2
E01004328,Waltham Forest 028B,E09000031,Waltham Forest,0.3,8270,3,0.3,8116,3
E01004329,Waltham Forest 028C,E09000031,Waltham Forest,0.3,7952,3,0.3,5449,2
E01004330,Waltham Forest 028D,E09000031,Waltham Forest,0.2,12456,4,0.2,8694,3
E01004331,Waltham Forest 028E,E09000031,Waltham Forest,0.4,3174,1,0.3,5874,2
E01004332,Waltham Forest 028F,E09000031,Waltham Forest,0.3,8784,3,0.4,2353,1
E01004333,Waltham Forest 024A,E09000031,Waltham Forest,0.3,7095,3,0.4,2603,1
E01004334,Waltham Forest 024B,E09000031,Waltham Forest,0.4,2740,1,0.5,681,1
E01004335,Waltham Forest 027A,E09000031,Waltham Forest,0.4,3683,2,0.5,820,1
E01004336,Waltham Forest 026A,E09000031,Waltham Forest,0.2,9586,3,0.2,10162,4
E01004337,Waltham Forest 027B,E09000031,Waltham Forest,0.3,6292,2,0.4,1725,1
E01004338,Waltham Forest 027C,E09000031,Waltham Forest,0.2,14824,5,0.3,7491,3
E01004339,Waltham Forest 027D,E09000031,Waltham Forest,0.2,11690,4,0.3,7543,3
E01004340,Waltham Forest 027E,E09000031,Waltham Forest,0.5,1518,1,0.5,1229,1
E01004341,Waltham Forest 027F,E09000031,Waltham Forest,0.3,6154,2,0.4,2561,1
E01004342,Waltham Forest 011A,E09000031,Waltham Forest,0.2,9794,3,0.2,9208,3
E01004343,Waltham Forest 008A,E09000031,Waltham Forest,0.2,13860,5,0.1,17958,6
E01004344,Waltham Forest 008B,E09000031,Waltham Forest,0.3,7090,3,0.2,11636,4
E01004345,Waltham Forest 010A,E09000031,Waltham Forest,0.2,9682,3,0.2,9725,3
E01004346,Waltham Forest 011B,E09000031,Waltham Forest,0.2,10109,4,0.2,13192,5
E01004347,Waltham Forest 011C,E09000031,Waltham Forest,0.2,10127,4,0.2,12510,4
E01004348,Waltham Forest 010B,E09000031,Waltham Forest,0.2,9557,3,0.2,10438,4
E01004349,Waltham Forest 001A,E09000031,Waltham Forest,0.4,3917,2,0.2,10235,4
E01004350,Waltham Forest 001B,E09000031,Waltham Forest,0.3,7887,3,0.2,8882,3
E01004351,Waltham Forest 001C,E09000031,Waltham Forest,0.2,14993,5,0.1,21263,7
E01004352,Waltham Forest 002A,E09000031,Waltham Forest,0.1,24057,8,0.1,27050,9
E01004353,Waltham Forest 002B,E09000031,Waltham Forest,0.2,15403,5,0.1,20499,7
E01004354,Waltham Forest 002C,E09000031,Waltham Forest,0.2,13160,5,0.1,20177,7
E01004355,Waltham Forest 004A,E09000031,Waltham Forest,0.3,6505,2,0.2,11390,4
E01004356,Waltham Forest 001D,E09000031,Waltham Forest,0.3,4892,2,0.2,11363,4
E01004357,Waltham Forest 001E,E09000031,Waltham Forest,0.2,9550,3,0.1,18631,6
E01004358,Waltham Forest 002D,E09000031,Waltham Forest,0.3,6558,2,0.2,13773,5
E01004359,Waltham Forest 002E,E09000031,Waltham Forest,0.2,13167,5,0.1,18707,6
E01004360,Waltham Forest 004B,E09000031,Waltham Forest,0.1,20994,7,0.1,26575,9
E01004361,Waltham Forest 005A,E09000031,Waltham Forest,0.2,13701,5,0.1,24924,8
E01004362,Waltham Forest 021A,E09000031,Waltham Forest,0.2,16082,5,0.2,11485,4
E01004363,Waltham Forest 019A,E09000031,Waltham Forest,0.2,15828,5,0.2,9772,3
E01004364,Waltham Forest 019B,E09000031,Waltham Forest,0.3,9012,3,0.3,7396,3
E01004365,Waltham Forest 020A,E09000031,Waltham Forest,0.3,5766,2,0.4,1948,1
E01004366,Waltham Forest 019C,E09000031,Waltham Forest,0.2,15071,5,0.2,11686,4
E01004367,Waltham Forest 019D,E09000031,Waltham Forest,0.2,14665,5,0.3,6915,3
E01004368,Waltham Forest 019E,E09000031,Waltham Forest,0.2,15393,5,0.3,7655,3
E01004369,Waltham Forest 023A,E09000031,Waltham Forest,0.3,8935,3,0.3,6835,3
E01004370,Waltham Forest 023B,E09000031,Waltham Forest,0.2,15928,5,0.3,6958,3
E01004371,Waltham Forest 025A,E09000031,Waltham Forest,0.2,15291,5,0.2,11636,4
E01004372,Waltham Forest 023C,E09000031,Waltham Forest,0.1,20498,7,0.2,9828,3
E01004373,Waltham Forest 025B,E09000031,Waltham Forest,0.2,9381,3,0.3,7820,3
E01004374,Waltham Forest 025C,E09000031,Waltham Forest,0.1,16657,6,0.2,9699,3
E01004375,Waltham Forest 025D,E09000031,Waltham Forest,0.2,14663,5,0.3,6150,2
E01004376,Waltham Forest 025E,E09000031,Waltham Forest,0.2,12349,4,0.3,7524,3
E01004377,Waltham Forest 010C,E09000031,Waltham Forest,0.2,12057,4,0.1,25018,8
E01004378,Waltham Forest 010D,E09000031,Waltham Forest,0.2,9816,3,0.2,12794,4
E01004379,Waltham Forest 007A,E09000031,Waltham Forest,0.1,16480,6,0.1,22653,7
E01004380,Waltham Forest 007B,E09000031,Waltham Forest,0.3,8609,3,0.2,14959,5
E01004381,Waltham Forest 007C,E09000031,Waltham Forest,0.2,14227,5,0.1,18670,6
E01004382,Waltham Forest 008C,E09000031,Waltham Forest,0.4,2503,1,0.3,6571,3
E01004383,Waltham Forest 007D,E09000031,Waltham Forest,0.2,14999,5,0.2,15532,5
E01004384,Waltham Forest 003A,E09000031,Waltham Forest,0.3,4665,2,0.2,10431,4
E01004385,Waltham Forest 003B,E09000031,Waltham Forest,0.3,5691,2,0.2,11106,4
E01004386,Waltham Forest 003C,E09000031,Waltham Forest,0.1,22546,7,0.1,28796,9
E01004387,Waltham Forest 007E,E09000031,Waltham Forest,0.1,23711,8,0.1,26592,9
E01004388,Waltham Forest 007F,E09000031,Waltham Forest,0.2,9646,3,0.2,16014,5
E01004389,Waltham Forest 003D,E09000031,Waltham Forest,0.3,5723,2,0.2,10311,4
E01004390,Waltham Forest 003E,E09000031,Waltham Forest,0.4,3940,2,0.3,6474,2
E01004391,Waltham Forest 014A,E09000031,Waltham Forest,0.3,8123,3,0.2,11391,4
E01004392,Waltham Forest 017A,E09000031,Waltham Forest,0.3,8115,3,0.3,5112,2
E01004393,Waltham Forest 014B,E09000031,Waltham Forest,0.4,2146,1,0.4,3607,2
E01004394,Waltham Forest 017B,E09000031,Waltham Forest,0.3,4969,2,0.4,3194,1
E01004395,Waltham Forest 018A,E09000031,Waltham Forest,0.2,10339,4,0.2,10717,4
E01004396,Waltham Forest 012A,E09000031,Waltham Forest,0.2,13002,4,0.3,8010,3
E01004397,Waltham Forest 017C,E09000031,Waltham Forest,0.3,6981,3,0.4,2864,1
E01004398,Waltham Forest 009A,E09000031,Waltham Forest,0.4,3516,2,0.4,1645,1
E01004399,Waltham Forest 009B,E09000031,Waltham Forest,0.5,459,1,0.4,1971,1
E01004400,Waltham Forest 009C,E09000031,Waltham Forest,0.4,3972,2,0.3,5891,2
E01004401,Waltham Forest 014C,E09000031,Waltham Forest,0.2,12278,4,0.2,9782,3
E01004402,Waltham Forest 009D,E09000031,Waltham Forest,0.3,4685,2,0.3,4137,2
E01004403,Waltham Forest 009E,E09000031,Waltham Forest,0.3,5091,2,0.3,7199,3
E01004404,Waltham Forest 014D,E09000031,Waltham Forest,0.4,4533,2,0.4,3206,1
E01004405,Waltham Forest 020B,E09000031,Waltham Forest,0.2,11327,4,0.3,4973,2
E01004406,Waltham Forest 016A,E09000031,Waltham Forest,0.2,11277,4,0.3,5410,2
E01004407,Waltham Forest 013A,E09000031,Waltham Forest,0.3,7991,3,0.4,3648,2
E01004408,Waltham Forest 016B,E09000031,Waltham Forest,0.2,10793,4,0.3,8257,3
E01004409,Waltham Forest 016C,E09000031,Waltham Forest,0.2,12226,4,0.4,2687,1
E01004410,Waltham Forest 013B,E09000031,Waltham Forest,0.3,5933,2,0.4,2558,1
E01004411,Waltham Forest 016D,E09000031,Waltham Forest,0.2,10400,4,0.3,5336,2
E01004412,Waltham Forest 015A,E09000031,Waltham Forest,0.2,13062,4,0.3,7625,3
E01004413,Waltham Forest 004C,E09000031,Waltham Forest,0.3,7070,3,0.3,4211,2
E01004414,Waltham Forest 005B,E09000031,Waltham Forest,0.2,9479,3,0.2,15639,5
E01004415,Waltham Forest 004D,E09000031,Waltham Forest,0.3,5547,2,0.3,7967,3
E01004416,Waltham Forest 004E,E09000031,Waltham Forest,0.2,12706,4,0.2,14619,5
E01004417,Waltham Forest 005C,E09000031,Waltham Forest,0.3,6670,3,0.2,10747,4
E01004418,Waltham Forest 008D,E09000031,Waltham Forest,0.3,7631,3,0.2,13973,5
E01004419,Waltham Forest 008E,E09000031,Waltham Forest,0.2,13836,5,0.1,19041,6
E01004420,Waltham Forest 020C,E09000031,Waltham Forest,0.2,10164,4,0.4,2349,1
E01004421,Waltham Forest 018B,E09000031,Waltham Forest,0.3,9113,3,0.2,9349,3
E01004422,Waltham Forest 022A,E09000031,Waltham Forest,0.3,7834,3,0.2,11966,4
E01004423,Waltham Forest 020D,E09000031,Waltham Forest,0.3,7014,3,0.4,2454,1
E01004424,Waltham Forest 022B,E09000031,Waltham Forest,0.3,5624,2,0.3,4082,2
E01004425,Waltham Forest 022C,E09000031,Waltham Forest,0.3,4705,2,0.3,7180,3
E01004426,Waltham Forest 022D,E09000031,Waltham Forest,0.2,10333,4,0.2,10765,4
E01004427,Waltham Forest 022E,E09000031,Waltham Forest,0.2,10091,4,0.3,7528,3
E01004428,Waltham Forest 026B,E09000031,Waltham Forest,0.5,1091,1,0.4,2163,1
E01004429,Waltham Forest 026C,E09000031,Waltham Forest,0.3,6428,2,0.3,5558,2
E01004430,Waltham Forest 026D,E09000031,Waltham Forest,0.2,11186,4,0.3,5129,2
E01004432,Waltham Forest 023D,E09000031,Waltham Forest,0.2,10086,4,0.3,6701,3
E01004434,Waltham Forest 026E,E09000031,Waltham Forest,0.2,9298,3,0.3,5192,2
E01004435,Waltham Forest 023E,E09000031,Waltham Forest,0.2,9794,3,0.3,4156,2
E01004436,Waltham Forest 021B,E09000031,Waltham Forest,0.2,10326,4,0.3,6731,3
E01004437,Waltham Forest 021C,E09000031,Waltham Forest,0.3,8697,3,0.3,5209,2
E01004438,Waltham Forest 024C,E09000031,Waltham Forest,0.1,17590,6,0.3,6208,2
E01004439,Waltham Forest 021D,E09000031,Waltham Forest,0.2,10779,4,0.3,5504,2
E01004440,Waltham Forest 024D,E09000031,Waltham Forest,0.2,13398,5,0.2,9177,3
E01004441,Waltham Forest 024E,E09000031,Waltham Forest,0.2,12788,4,0.2,10860,4
E01004442,Waltham Forest 021E,E09000031,Waltham Forest,0.1,20302,7,0.3,8018,3
E01004443,Waltham Forest 016E,E09000031,Waltham Forest,0.3,9177,3,0.3,4650,2
E01004444,Waltham Forest 017D,E09000031,Waltham Forest,0.3,4781,2,0.4,2852,1
E01004445,Waltham Forest 018C,E09000031,Waltham Forest,0.3,6735,3,0.3,5565,2
E01004446,Waltham Forest 017E,E09000031,Waltham Forest,0.2,9929,4,0.3,6820,3
E01004447,Waltham Forest 016F,E09000031,Waltham Forest,0.2,12609,4,0.2,8508,3
E01004448,Waltham Forest 018D,E09000031,Waltham Forest,0.2,10969,4,0.3,8108,3
E01004449,Waltham Forest 018E,E09000031,Waltham Forest,0.4,3363,2,0.5,558,1
E01004450,Waltham Forest 006A,E09000031,Waltham Forest,0.1,17106,6,0.1,18830,6
E01004451,Waltham Forest 005D,E09000031,Waltham Forest,0.2,10160,4,0.1,17787,6
E01004452,Waltham Forest 005E,E09000031,Waltham Forest,0.3,7476,3,0.2,14058,5
E01004453,Waltham Forest 006B,E09000031,Waltham Forest,0.3,6293,2,0.2,10511,4
E01004454,Waltham Forest 006C,E09000031,Waltham Forest,0.3,7776,3,0.2,10890,4
E01004455,Waltham Forest 006D,E09000031,Waltham Forest,0.3,6462,2,0.3,8055,3
E01004456,Waltham Forest 006E,E09000031,Waltham Forest,0.5,1147,1,0.4,3133,1
E01004457,Waltham Forest 012B,E09000031,Waltham Forest,0.2,11388,4,0.4,3734,2
E01004458,Waltham Forest 012C,E09000031,Waltham Forest,0.3,4806,2,0.3,6820,3
E01004459,Waltham Forest 012D,E09000031,Waltham Forest,0.5,395,1,0.5,962,1
E01004460,Waltham Forest 011D,E09000031,Waltham Forest,0.3,7440,3,0.3,3956,2
E01004461,Waltham Forest 014E,E09000031,Waltham Forest,0.2,12832,4,0.2,11488,4
E01004462,Waltham Forest 011E,E09000031,Waltham Forest,0.2,10068,4,0.4,3147,1
E01004463,Waltham Forest 012E,E09000031,Waltham Forest,0.3,5508,2,0.2,12910,4
E01004464,Waltham Forest 013C,E09000031,Waltham Forest,0.4,3358,2,0.4,2993,1
E01004465,Waltham Forest 015B,E09000031,Waltham Forest,0.2,14825,5,0.2,11780,4
E01004466,Waltham Forest 015C,E09000031,Waltham Forest,0.2,15415,5,0.3,7321,3
E01004467,Waltham Forest 015D,E09000031,Waltham Forest,0.3,5922,2,0.4,3163,1
E01004468,Waltham Forest 015E,E09000031,Waltham Forest,0.2,15810,5,0.1,17631,6
E01004469,Waltham Forest 013D,E09000031,Waltham Forest,0.4,2742,1,0.4,2672,1
E01004470,Waltham Forest 013E,E09000031,Waltham Forest,0.3,5038,2,0.3,6094,2
E01004471,Waltham Forest 013F,E09000031,Waltham Forest,0.3,5872,2,0.3,4565,2
E01033153,Waltham Forest 020G,E09000031,Waltham Forest,0.5,1360,1,0.4,1770,1
E01004472,Wandsworth 021A,E09000032,Wandsworth,0.1,22237,7,0.2,12537,4
E01004473,Wandsworth 026A,E09000032,Wandsworth,0.1,19324,6,0.3,8296,3
E01004474,Wandsworth 021B,E09000032,Wandsworth,0.2,10596,4,0.4,3169,1
E01004475,Wandsworth 026B,E09000032,Wandsworth,0.2,13710,5,0.2,10298,4
E01004476,Wandsworth 021C,E09000032,Wandsworth,0.2,11070,4,0.2,8522,3
E01004477,Wandsworth 017A,E09000032,Wandsworth,0.0,31954,10,0.1,17819,6
E01004478,Wandsworth 017B,E09000032,Wandsworth,0.0,32578,10,0.1,19897,7
E01004479,Wandsworth 017C,E09000032,Wandsworth,0.0,29962,10,0.1,19288,6
E01004480,Wandsworth 026C,E09000032,Wandsworth,0.1,20533,7,0.2,9872,4
E01004481,Wandsworth 029A,E09000032,Wandsworth,0.2,10671,4,0.3,5563,2
